category,asin,description,ean,mpn,brand,upc,sold_items,url,sold,ebayID,price
,,,,,,734573100774,"[{'date': '2017-07-26 07:25:57',
 'ebayID': '361070004089',
 'price': 7.9,
 'quantity': u'1'}]",http://www.ebay.com/itm/Doily-6-Round-Set-Of-4-Spider-Web-Heritage-Lace-Halloween-Black-/361070004089?epid=1001521709&hash=item5411730779:g:x6IAAOSwDk5T94TS,73 ,361070004089,7.90
,,,,,,034689015161,"[{'date': '2017-09-14 12:42:02', 'ebayID': '4', 'price': 5.49, 'quantity': u'1'}]",http://www.ebay.com/itm/4-HALLOWEEN-Haunted-House-Party-Decoration-Graveyard-TOMBSTONE-PAPER-Cutouts-15-/141406986437?epid=0&hash=item20ec8360c5:g:o6sAAOSw-jhUFdG8,72 ,4,5.49
,,,,,,889070140874,"[{'date': '2017-09-16 09:27:24',
 'ebayID': '131569387958',
 'price': 19.99,
 'quantity': u'1'}, {'date': '2017-09-15 18:41:51',
 'ebayID': '131569387958',
 'price': 19.99,
 'quantity': u'1'}, {'date': '2017-09-10 17:02:49',
 'ebayID': '131569387958',
 'price': 19.99,
 'quantity': u'1'}, {'date': '2017-07-21 18:36:53',
 'ebayID': '131569387958',
 'price': 17.95,
 'quantity': u'1'}]",http://www.ebay.com/itm/HALLOWEEN-Party-Decoration-Prop-HAUNTED-CEMETERY-Backdrop-Photo-Mural-Banner-/131569387958?hash=item1ea22589b6:g:z0oAAOSwT6pVvY9q,68 ,131569387958,19.99
,,,,,,886102084922,"[{'date': '2017-09-12 18:42:26',
 'ebayID': '162121346165',
 'price': 39.95,
 'quantity': u'1'}, {'date': '2017-08-21 15:14:52',
 'ebayID': '162121346165',
 'price': 39.95,
 'quantity': u'1'}, {'date': '2017-05-21 11:40:00',
 'ebayID': '162121346165',
 'price': 39.95,
 'quantity': u'1'}]",http://www.ebay.com/itm/HALLOWEEN-Decoration-Prop-CLAWING-ZOMBIE-GROUND-BREAKER-LED-Eyes-Sound-/162121346165?hash=item25bf2f6c75:g:RaoAAOSwiLdV-Oio,68 ,162121346165,39.95
,,,,,,886102573983,"[{'date': '2017-08-16 18:05:17',
 'ebayID': '12',
 'price': 3.99,
 'quantity': u'1'}, {'date': '2017-07-03 08:46:21',
 'ebayID': '12',
 'price': 3.99,
 'quantity': u'2'}]",http://www.ebay.com/itm/12-HALLOWEEN-Day-Of-The-Dead-Party-Decoration-Prop-Paper-SKULL-LUMINARY-BAGS-/161737535388?hash=item25a84eef9c:g:DMAAAOxyUfFTk8jW,68 ,12,3.99
,,,,,,034689154778,"[{'date': '2017-09-16 16:08:34',
 'ebayID': '141288027273',
 'price': 4.89,
 'quantity': u'1'}, {'date': '2017-09-03 07:47:43',
 'ebayID': '141288027273',
 'price': 4.89,
 'quantity': u'1'}]",http://www.ebay.com/itm/HALLOWEEN-Party-Haunted-House-Prop-GRIM-REAPER-BATHROOM-Restroom-Wall-DOOR-COVER-/141288027273?epid=1130211916&hash=item20e56c3489:g:XBUAAOxyzqdTdEIZ,66 ,141288027273,4.89
,,,,,,Does not apply,"[{'date': '2017-09-05 14:56:37',
 'ebayID': '130970260513',
 'price': 3.99,
 'quantity': u'2'}, {'date': '2017-09-03 09:17:02',
 'ebayID': '130970260513',
 'price': 3.99,
 'quantity': u'3'}, {'date': '2017-08-22 09:26:19',
 'ebayID': '130970260513',
 'price': 3.99,
 'quantity': u'3'}, {'date': '2017-08-16 07:41:57',
 'ebayID': '130970260513',
 'price': 3.99,
 'quantity': u'3'}, {'date': '2017-07-28 22:48:36',
 'ebayID': '130970260513',
 'price': 3.99,
 'quantity': u'1'}]",http://www.ebay.com/itm/HALLOWEEN-Decoration-Beistle-Tissue-FAN-25-Vintage-Inspired-Orange-and-Black-/130970260513?epid=1031778734&hash=item1e7e6f9421:g:1h0AAOxy9LxSEHhk,66 ,130970260513,3.99
,,,,HH-SS-AM675,,,,http://www.ebay.com/itm/Life-Size-Alien-Monster-GOTHIC-LIGHT-UP-VAMPIRE-SKULL-Halloween-Prop-Decorations-/270639083991?hash=item3f0358b1d7:g:LfsAAMXQLk1RFIEf,66 ,270639083991,not_set
,,,,,,034689019336,"[{'date': '2017-09-14 14:54:23', 'ebayID': '1', 'price': 4.99, 'quantity': u'1'}, {'date': '2017-09-13 19:55:09', 'ebayID': '1', 'price': 4.99, 'quantity': u'1'}, {'date': '2017-08-14 19:46:34', 'ebayID': '1', 'price': 4.99, 'quantity': u'1'}]",http://www.ebay.com/itm/1-HALLOWEEN-Party-Decoration-Prop-Bathroom-TOILET-Lid-TOPPER-Cling-Scary-SPIDERS-/130938879785?hash=item1e7c90bf29:g:Y4IAAOxyjP1Rz6l-,65 ,1,4.99
,,,,,,886102287712,"[{'date': '2016-09-23 05:20:38',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2016-07-18 19:40:52',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2016-07-04 02:21:28',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2016-06-30 07:09:46',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2016-05-31 19:24:29',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2016-05-09 18:54:26',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2016-03-14 21:51:49',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'2'}, {'date': '2016-02-05 15:43:54',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2015-06-26 07:38:18',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2015-05-19 17:49:24',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2015-05-07 09:01:04',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2015-04-27 07:03:04',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2015-04-19 11:46:01',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2015-04-14 11:33:09',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2015-03-19 16:00:45',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2015-03-15 23:55:26',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2015-03-10 18:27:26',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2015-03-04 15:29:22',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2015-02-23 13:24:31',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2015-02-08 12:37:52',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2015-02-04 01:03:59',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2015-01-10 19:15:46',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2015-01-02 18:49:54',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-12-27 08:05:40',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'2'}, {'date': '2014-10-20 06:41:43',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-10-16 00:35:29',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-10-14 19:35:08',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-10-03 15:50:16',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'2'}, {'date': '2014-09-30 20:52:51',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-09-12 18:44:14',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-08-17 19:27:46',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-07-18 12:47:23',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-07-16 11:34:23',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-07-15 14:26:32',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-07-15 13:50:23',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-07-11 11:02:20',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-06-25 17:27:41',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-06-17 17:47:07',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-06-15 19:51:59',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-06-12 12:10:09',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'2'}, {'date': '2014-05-30 12:11:34',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'3'}, {'date': '2014-05-29 21:25:13',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-05-28 18:58:27',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-05-09 13:52:14',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-05-09 12:41:49',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-05-03 18:50:02',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-05-02 12:41:00',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-05-02 12:07:05',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-04-25 20:08:31',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-04-22 20:04:35',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-03-26 19:29:23',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-03-21 22:28:00',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-03-10 11:22:44',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-03-06 22:33:41',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-02-20 13:05:36',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'2'}, {'date': '2014-02-13 12:06:13',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}, {'date': '2014-02-04 14:17:39',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'2'}, {'date': '2014-01-23 15:09:10',
 'ebayID': '12',
 'price': 4.49,
 'quantity': u'1'}]",http://www.ebay.com/itm/12-HALLOWEEN-Party-Prop-HANGING-Decoration-ZOMBIE-DANGLING-SWIRLS-/141173278395?epid=1310474224&hash=item20de9546bb:g:EUoAAOSwG-1ZvfEU,66 ,12,4.49
,,,,,,Does not apply,"[{'date': '2017-09-12 00:47:23', 'ebayID': '6', 'price': 5.91, 'quantity': u'1'}, {'date': '2017-09-06 10:18:40', 'ebayID': '6', 'price': 5.91, 'quantity': u'1'}, {'date': '2017-08-25 20:12:11', 'ebayID': '6', 'price': 5.91, 'quantity': u'1'}, {'date': '2017-08-17 17:36:37', 'ebayID': '6', 'price': 5.91, 'quantity': u'1'}, {'date': '2017-08-16 11:55:51', 'ebayID': '6', 'price': 5.91, 'quantity': u'1'}, {'date': '2017-08-16 00:17:41', 'ebayID': '6', 'price': 5.91, 'quantity': u'1'}, {'date': '2017-08-12 23:24:46', 'ebayID': '6', 'price': 5.91, 'quantity': u'1'}, {'date': '2017-08-10 17:06:05', 'ebayID': '6', 'price': 5.91, 'quantity': u'3'}, {'date': '2017-07-15 10:37:26', 'ebayID': '6', 'price': 5.91, 'quantity': u'3'}, {'date': '2017-07-04 06:53:30', 'ebayID': '6', 'price': 5.91, 'quantity': u'1'}, {'date': '2017-06-29 15:00:40', 'ebayID': '6', 'price': 5.91, 'quantity': u'1'}, {'date': '2017-06-28 07:50:01', 'ebayID': '6', 'price': 5.91, 'quantity': u'1'}, {'date': '2017-06-25 18:46:38', 'ebayID': '6', 'price': 5.91, 'quantity': u'1'}, {'date': '2017-06-21 19:28:50', 'ebayID': '6', 'price': 5.91, 'quantity': u'3'}, {'date': '2017-06-15 18:26:43', 'ebayID': '6', 'price': 5.91, 'quantity': u'1'}]",http://www.ebay.com/itm/6-BIG-Black-Widow-Plastic-Rubber-Spider-Haunted-House-Halloween-Decoration-/282032691129?epid=1192868470&hash=item41aa7557b9:g:UmsAAOSw-CpX9ZQz,60 ,6,5.91
,,,,,,034689011941,"[{'date': '2017-09-05 15:09:05',
 'ebayID': '141359262718',
 'price': 3.99,
 'quantity': u'2'}, {'date': '2017-06-19 20:41:23',
 'ebayID': '141359262718',
 'price': 3.99,
 'quantity': u'1'}]",http://www.ebay.com/itm/HALLOWEEN-Party-Decoration-Prop-Beistle-JOINTED-Poseable-PROFILE-PETE-Skeleton-/141359262718?epid=661836790&hash=item20e9ab2bfe:g:674AAOSwxCxT1LQ1,59 ,141359262718,3.99
,,,,,,034689151906,"[{'date': '2017-09-17 12:36:30', 'ebayID': '1', 'price': 4.99, 'quantity': u'1'}, {'date': '2017-09-15 06:58:44', 'ebayID': '1', 'price': 4.99, 'quantity': u'1'}]",http://www.ebay.com/itm/1-HALLOWEEN-Party-Decoration-Prop-CRASHING-WITCH-Wall-DOOR-COVER-/141019307805?epid=1300709845&hash=item20d567df1d:g:MbAAAMXQqdhR6DFi,58 ,1,4.99
,,,,,,889070140867,"[{'date': '2017-09-16 12:42:23',
 'ebayID': '131558566772',
 'price': 19.95,
 'quantity': u'1'}]",http://www.ebay.com/itm/HALLOWEEN-Party-Decoration-Prop-HAUNTED-STAIRWELL-Backdrop-Photo-Banner-3pc-set-/131558566772?hash=item1ea1806b74:g:D~oAAOSw~gRVqDsc,58 ,131558566772,19.95
,,,,,,,"[{'date': '2017-07-14 10:21:08',
 'ebayID': '271406979663',
 'price': 39.97,
 'quantity': u'1'}, {'date': '2017-05-28 00:08:57',
 'ebayID': '271406979663',
 'price': 39.97,
 'quantity': u'1'}]",http://www.ebay.com/itm/Gothic-Light-Up-RIP-TOMBSTONE-PEDESTAL-Halloween-Prop-Haunted-House-Decoration-/271406979663?epid=1300135547&hash=item3f311dda4f:g:3GYAAOSwGvhT6nVf,58 ,271406979663,not_set
,,,4894425459644,,,,"[{'date': '2017-09-14 18:29:30',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'1'}, {'date': '2017-08-29 19:32:30',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'1'}, {'date': '2017-08-24 22:19:18',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'5'}, {'date': '2017-08-24 10:09:52',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'1'}, {'date': '2017-08-20 07:50:23',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'1'}, {'date': '2017-08-17 18:59:43',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'1'}, {'date': '2017-08-16 15:32:35',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'1'}, {'date': '2017-08-16 10:41:09',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'1'}, {'date': '2017-08-15 21:15:43',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'1'}, {'date': '2017-08-14 18:50:32',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'1'}, {'date': '2017-08-13 20:21:39',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'3'}, {'date': '2017-08-13 08:37:02',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'1'}, {'date': '2017-08-11 19:54:48',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'1'}, {'date': '2017-08-07 15:03:34',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'1'}, {'date': '2017-08-04 13:54:13',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'1'}, {'date': '2017-07-30 10:10:13',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'2'}, {'date': '2017-07-30 07:44:52',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'1'}, {'date': '2017-07-28 05:17:47',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'1'}, {'date': '2017-07-27 04:54:54',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'1'}, {'date': '2017-07-12 10:33:57',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'1'}, {'date': '2017-06-14 10:44:41',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'1'}, {'date': '2017-06-03 18:38:31',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'3'}, {'date': '2017-05-28 16:37:39',
 'ebayID': '10',
 'price': 4.29,
 'quantity': u'1'}]",http://www.ebay.com/itm/10x-Christmas-Halloween-Fake-Cockroaches-Rubber-Toy-Joke-Prop-Realistic-Decor-/302065482945?epid=501559559&hash=item4654817cc1:g:gXkAAOSw8oFX0QUl,57 ,10,4.29
,,,,,,Does not apply,"[{'date': '2017-09-18 06:44:59',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'2'}, {'date': '2017-09-17 14:09:48',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'1'}, {'date': '2017-09-17 06:41:40',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'1'}, {'date': '2017-09-16 20:53:02',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'1'}, {'date': '2017-09-16 18:43:57',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'5'}, {'date': '2017-09-16 12:18:50',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'2'}, {'date': '2017-09-16 05:40:44',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'2'}, {'date': '2017-09-15 13:22:15',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'1'}, {'date': '2017-09-15 10:47:19',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'2'}, {'date': '2017-09-15 09:25:09',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'2'}, {'date': '2017-09-14 23:35:55',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'1'}, {'date': '2017-09-14 19:00:11',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'1'}, {'date': '2017-09-14 12:47:55',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'1'}, {'date': '2017-09-14 11:59:38',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'2'}, {'date': '2017-09-14 09:13:22',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'3'}, {'date': '2017-09-13 08:33:43',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'5'}, {'date': '2017-09-12 18:23:41',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'1'}, {'date': '2017-09-12 08:13:41',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'1'}, {'date': '2017-09-11 21:49:16',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'1'}, {'date': '2017-09-11 17:49:02',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'1'}, {'date': '2017-09-10 20:24:03',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'1'}, {'date': '2017-09-10 15:19:10',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'1'}, {'date': '2017-09-10 13:37:44',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'2'}, {'date': '2017-09-10 12:18:42',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'1'}, {'date': '2017-09-10 09:50:06',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'1'}, {'date': '2017-09-09 15:04:28',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'4'}, {'date': '2017-09-09 11:33:03',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'3'}, {'date': '2017-09-08 17:57:29',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'1'}, {'date': '2017-09-05 17:47:37',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'1'}, {'date': '2017-09-05 17:09:33',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'1'}, {'date': '2017-09-05 05:29:58',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'1'}, {'date': '2017-09-04 23:09:27',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'2'}, {'date': '2017-09-04 22:21:13',
 'ebayID': '322697069989',
 'price': 4.99,
 'quantity': u'2'}]",http://www.ebay.com/itm/CREEPY-CLOTH-Halloween-Decoration-Gauze-Large-Black-30-x-84-House-Prop-New-/322697069989?hash=item4b223e85a5:g:17AAAOSwk9dZpwlY,57 ,322697069989,4.99
,,,,,,034689001300,"[{'date': '2017-08-30 07:24:55',
 'ebayID': '222187544455',
 'price': 13.09,
 'quantity': u'1'}, {'date': '2017-08-02 17:35:53',
 'ebayID': '222187544455',
 'price': 12.79,
 'quantity': u'5'}]",http://www.ebay.com/itm/New-Halloween-Jointed-Skeleton-Party-Haunted-House-Decoration-6-Feet-Tall-Props-/222187544455?epid=665888832&hash=item33bb68df87:g:lVMAAOSwnbZYC4T0,56 ,222187544455,12.41
,,,,,,887600038875,"[{'date': '2017-08-19 20:54:54',
 'ebayID': '3',
 'price': 15.99,
 'quantity': u'1'}, {'date': '2017-07-19 13:10:29',
 'ebayID': '3',
 'price': 15.99,
 'quantity': u'1'}, {'date': '2017-07-15 20:42:30',
 'ebayID': '3',
 'price': 15.99,
 'quantity': u'1'}]",http://www.ebay.com/itm/3-pc-Set-HALLOWEEN-Party-Haunted-House-Decoration-Prop-Realistic-HAIRY-RATS-/141713111164?hash=item20fec2787c:g:tU4AAOxyyjpRuitq,56 ,3,15.99
,,,,,,6116620266154,,http://www.ebay.com/itm/30-Full-Body-Halloween-Skeleton-with-Movable-Joints-for-Halloween-Decoration-/272796719693?epid=1486638360&hash=item3f83f39a4d:g:jOkAAOSwi2lZig~~,55 ,30,15.99
,,,,,,886102287095,"[{'date': '2016-10-12 14:08:25',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'5'}, {'date': '2016-09-28 04:44:57',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'2'}, {'date': '2016-09-27 20:58:07',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-26 16:37:21',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'2'}, {'date': '2016-09-26 13:16:12',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-26 06:42:38',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'2'}, {'date': '2016-09-24 19:44:45',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-24 10:19:50',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'3'}, {'date': '2016-09-23 07:49:59',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-22 16:50:03',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-22 14:48:01',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-21 21:50:56',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-21 12:23:20',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-20 11:34:49',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'2'}, {'date': '2016-09-20 08:55:02',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-19 15:42:45',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-19 01:24:28',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-18 19:58:01',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-18 10:40:05',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-16 07:51:23',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-15 20:20:28',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-15 16:41:30',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'2'}, {'date': '2016-09-15 13:59:00',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'2'}, {'date': '2016-09-15 06:10:58',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-15 03:27:32',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-14 05:54:37',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-13 16:27:25',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-13 15:23:21',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-12 15:08:31',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-11 11:01:44',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-10 11:27:43',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-10 09:09:45',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-06 22:13:55',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-04 09:41:41',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-03 18:57:14',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'2'}, {'date': '2016-09-03 14:56:28',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-02 12:34:32',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-09-02 07:13:15',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-08-31 14:15:16',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}, {'date': '2016-08-30 07:16:41',
 'ebayID': '131850361485',
 'price': 6.69,
 'quantity': u'1'}]",http://www.ebay.com/itm/HALLOWEEN-Haunted-House-Party-Decoration-Prop-Dangling-SPIDER-CEILING-COVER-/131850361485?epid=596075769&hash=item1eb2e4da8d:g:azYAAOSwQItT3Blv,53 ,131850361485,6.69
